"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","pacifastacus","unknown (pacifastacus genus)"
"animalia","cnidaria","Missing Subphylum 2","Missing Superclass 3","anthozoa","scleractinia","unknown (scleractinia order)","unknown (scleractinia order)","unknown (scleractinia order)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","unknown (asellidae family)","unknown (asellidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","unknown (coenagrionidae family)","unknown (coenagrionidae family)"
"animalia","arthropoda",NA,NA,"maxillopoda","unknown (maxillopoda class)","unknown (maxillopoda class)","unknown (maxillopoda class)","unknown (maxillopoda class)"
"animalia","mollusca",NA,NA,"gastropoda","cycloneritida","neritidae","unknown (neritidae family)","unknown (neritidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","polymitarcyidae","unknown (polymitarcyidae family)","unknown (polymitarcyidae family)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","cambaridae","procambarus","unknown (procambarus genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","unknown (aeshnidae family)","unknown (aeshnidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","unknown (haliplidae family)","unknown (haliplidae family)"
"animalia","arthropoda",NA,NA,"insecta","zygoptera","lestidae","unknown (lestidae family)","unknown (lestidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","platycnemididae","unknown (platycnemididae family)","unknown (platycnemididae family)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","pleidae","unknown (pleidae family)","unknown (pleidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","siphlonuridae","unknown (siphlonuridae family)","unknown (siphlonuridae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","muscidae","unknown (muscidae family)","unknown (muscidae family)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","unknown (libellulidae family)","unknown (libellulidae family)"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bithyniidae","unknown (bithyniidae family)","unknown (bithyniidae family)"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","thiaridae","unknown (thiaridae family)","unknown (thiaridae family)"
"animalia","mollusca",NA,NA,"gastropoda","lower heterobranchia","valvatidae","unknown (valvatidae family)","unknown (valvatidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","oligoneuriidae","unknown (oligoneuriidae family)","unknown (oligoneuriidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","dolichopodidae","unknown (dolichopodidae family)","unknown (dolichopodidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","curculionidae","unknown (curculionidae family)","unknown (curculionidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","noteridae","unknown (noteridae family)","unknown (noteridae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","ephydridae","unknown (ephydridae family)","unknown (ephydridae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","unknown (phryganeidae family)","unknown (phryganeidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","ecnomidae","unknown (ecnomidae family)","unknown (ecnomidae family)"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bythinellidae","unknown (bythinellidae family)","unknown (bythinellidae family)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","unknown (unionidae family)","unknown (unionidae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","corbiculidae","corbicula","unknown (corbicula genus)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","cambaridae","procambarus","procambarus clarkii"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","pacifastacus","pacifastacus leniusculus"
"animalia","arthropoda",NA,NA,"insecta","diptera","syrphidae","unknown (syrphidae family)","unknown (syrphidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hygrobiidae","unknown (hygrobiidae family)","unknown (hygrobiidae family)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","hirudinidae","unknown (hirudinidae family)","unknown (hirudinidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","beraeidae","unknown (beraeidae family)","unknown (beraeidae family)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","dreissenidae","dreissena","dreissena polymorpha"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","unknown (pediciidae family)","unknown (pediciidae family)"
"animalia","mollusca",NA,NA,"gastropoda","stylommatophora","succineidae","unknown (succineidae family)","unknown (succineidae family)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","dinocras","unknown (dinocras genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","protonemura","unknown (protonemura genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","taeniopteryx","taeniopteryx hubaulti"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","astacidae","austropotamobius","austropotamobius pallipes"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus dalmatinus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemeridae","ephemera","unknown (ephemera genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","mystacides","mystacides azureus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","unknown (oecetis genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","platycnemididae","platycnemis","platycnemis pennipes"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","unknown (lumbriculidae family)","unknown (lumbriculidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","peregriana","peregriana labiata"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","lumbriculus","lumbriculus variegatus"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","helobdella","helobdella stagnalis"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","erpobdella vilnensis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","anabolia","anabolia furcata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","mystacides","unknown (mystacides genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","potthastia","potthastia longimana"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","orthocladius","unknown (orthocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tvetenia","unknown (tvetenia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratendipes","paratendipes albimanus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","unknown (polypedilum genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheotanytarsus","unknown (rheotanytarsus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","deronectes","deronectes latus"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","pedicia","pedicia rivosa"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum pedestre"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium argyreatum"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium ornatum"
"animalia","arthropoda",NA,NA,"arachnida","unknown (arachnida class)","unknown (arachnida class)","unknown (arachnida class)","unknown (arachnida class)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","epeorus","epeorus assimilis"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","unknown (rhithrogena genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla oxylepis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","isoperla","isoperla rivulorum"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","chloroperla","chloroperla tripunctata"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","siphonoperla","siphonoperla torrentium"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","brachyptera","brachyptera seticornis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra inermis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","leuctra","leuctra rauscheri"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena gracilis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","limnius","limnius perrisi"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila tristis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","glossosoma","glossosoma conformis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema longulum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema minimum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","anomalopterygella","anomalopterygella chauviniana"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","drusus","drusus discolor"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","allogamus","allogamus auricollis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","halesus","halesus digitatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","silo","silo pallipes"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","sericostoma","unknown (sericostoma genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","blephariceridae","liponeura","unknown (liponeura genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","blephariceridae","liponeura","liponeura cinerascens"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","diamesa","diamesa insignipes"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tvetenia","tvetenia calvescens"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","prosimulium","prosimulium hirtipes"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus fossarum"
"animalia","arthropoda",NA,NA,"insecta","megaloptera","sialidae","sialis","sialis fuliginosa"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","halesus","halesus radiatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","apsectrotanypus","apsectrotanypus trifascipennis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","macropelopia","unknown (macropelopia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotrissocladius","heterotrissocladius marcidus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracladopelma","paracladopelma camptolabis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tanytarsus","tanytarsus gregarius"
"animalia","arthropoda",NA,NA,"insecta","diptera","tabanidae","chrysops","unknown (chrysops genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","tubifex","unknown (tubifex genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","unknown (limnodrilus genus)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","unknown (erpobdella genus)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","ampullaceana","ampullaceana balthica"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","ecclisopteryx","unknown (ecclisopteryx genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","potamophylax","potamophylax latipennis"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","tonnoiriella","unknown (tonnoiriella genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","procladius","unknown (procladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","diamesa","diamesa tonsa"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microtendipes","microtendipes chloris"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum scalaenum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","riolus","unknown (riolus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","drusus","drusus annulatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","odontoceridae","odontocerum","odontocerum albicorne"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","limnophila","unknown (limnophila genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","logima","unknown (logima genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium vernum"
"animalia","arthropoda",NA,NA,"insecta","diptera","empididae","chelifera","chelifera stigmatica"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","nais","nais elinguis"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","pristina","pristina longiseta"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","bothrioneurum","bothrioneurum vejdovskyanum"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","aulodrilus","unknown (aulodrilus genus)"
"animalia","annelida",NA,NA,"clitellata","enchytraeida","propappidae","propappus","propappus volki"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","piscicolidae","piscicola","piscicola geometra"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","bithyniidae","bithynia","bithynia tentaculata"
"animalia","mollusca",NA,NA,"gastropoda","lower heterobranchia","valvatidae","valvata","valvata piscinalis"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","corbiculidae","corbicula","corbicula fluminea"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium supinum"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","proasellus","proasellus coxalis"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","procloeon","procloeon bifidum"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","raptobaetopus","raptobaetopus tenellus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","heptagenia","heptagenia flava"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","potamanthidae","potamanthus","potamanthus luteus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","polymitarcyidae","ephoron","ephoron virgo"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis macrura"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","caenidae","caenis","caenis pseudorivulorum"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","aphelocheirus","aphelocheirus aestivalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche contubernalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche modesta"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","athripsodes cinereus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheocricotopus","rheocricotopus chalybeatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","polypedilum","polypedilum albicorne"
